position_id,portfolio_id,asset_id,region,exposure_value,return_rate,trade_date
1210,42,15,LATAM,103657.86,0.11,27-02-2024
1211,36,44,Asia,2079950.46,0.13,07-09-2024
1212,41,17,Europe,384145.96,0.06,10-09-2024
1213,38,41,US,245539.56,0.09,28-08-2024
1214,34,54,Europe,1095076.59,0.06,15-11-2024
1215,17,44,Asia,791855.93,0.08,29-08-2025
1216,37,98,Europe,1396019.66,0.13,27-03-2024
1217,25,5,MENA,109156.43,0.09,08-03-2024
1218,38,27,Asia,89682.97,0.09,08-11-2024
1219,12,87,Europe,657124.27,0.07,27-04-2024
1220,23,78,US,306944.75,0.06,11-12-2024
1221,42,79,Europe,15062.15,0.05,22-06-2024
1222,22,43,US,236881.44,0.08,21-01-2024
1223,21,97,MENA,69245.26,0.04,05-07-2025
1224,27,31,Europe,1204648.18,0.06,29-11-2024
1225,31,99,MENA,654111.39,0.04,08-02-2024
1226,6,17,Asia,79240.94,0.08,16-04-2025
1227,27,92,US,345605.42,0.04,08-03-2025
1228,40,83,Asia,38263.68,0.1,04-08-2025
1229,34,54,US,699577.54,0.03,11-06-2025
1230,12,62,MENA,396557,0.09,07-03-2025
1231,45,87,LATAM,546425.54,0.04,30-09-2024
1232,7,32,Europe,92031.05,0.09,21-01-2024
1233,10,40,MENA,5276540.06,0.08,25-04-2025
1234,45,13,US,44206.94,0.1,25-08-2025
1235,17,84,US,278046.56,0.07,23-01-2024
1236,26,35,US,853859.27,0.03,20-11-2024
1237,21,5,US,126921.13,0.1,21-01-2025
1238,28,73,Europe,42688.06,0.09,07-08-2025
1239,46,29,Asia,512320.59,0.08,03-02-2025
1240,2,70,LATAM,1292510.23,0.08,26-11-2024
1241,43,25,Europe,128519.51,0.05,09-08-2025
1242,1,95,US,100402.94,0.05,10-04-2024
1243,36,22,Europe,392382.16,0.05,15-05-2025
1244,26,66,MENA,404287.63,0.08,12-04-2024
1245,29,45,US,649454.99,0.09,29-07-2024
1246,21,69,LATAM,324234.99,0.1,10-12-2024
1247,11,91,US,37826.8,0.13,23-05-2025
1248,40,89,LATAM,1311845.18,0.08,29-05-2025
1249,11,72,LATAM,26862.77,0.08,13-12-2024
1250,36,1,Asia,1155462.75,0.09,19-06-2024
1251,49,84,Asia,666943.38,0.09,21-09-2025
1252,39,44,Europe,60301.85,0.09,02-11-2024
1253,40,87,Europe,778597.32,0.07,07-01-2025
1254,35,96,LATAM,2296790.21,0.05,22-03-2025
1255,34,75,US,583877.32,0.1,25-07-2024
1256,47,39,MENA,142993.75,0.06,23-05-2025
1257,24,54,MENA,987997.88,0.02,12-10-2025
1258,22,88,US,32932.1,0.13,18-03-2024
1259,5,75,US,9722.23,0.05,02-07-2025
1260,33,29,Asia,82103.24,0.1,07-08-2024
1261,36,54,MENA,1906375.13,0.11,21-10-2024
1262,47,90,LATAM,401430.52,0.08,28-09-2024
1263,20,16,Europe,95575.07,0.1,18-02-2024
1264,19,99,Asia,413629.8,0.09,31-10-2024
1265,35,20,MENA,382784.14,0.06,10-08-2025
1266,43,46,US,198855.7,0.11,15-02-2025
1267,17,67,MENA,141564.07,0.11,19-08-2024
1268,45,65,LATAM,41080.14,0.07,01-10-2025
1269,43,58,Asia,10689.55,0.11,04-04-2024
1270,34,53,US,87387.39,0.02,15-08-2025
1271,9,1,LATAM,322376.78,0.07,07-04-2024
1272,26,81,Europe,1434946.44,0.07,29-08-2025
1273,2,66,Asia,432191.54,0.06,10-12-2024
1274,9,29,LATAM,1147301.76,0.07,06-10-2024
1275,9,84,LATAM,138026.61,0.09,09-03-2024
1276,40,70,US,201288.24,0.09,03-08-2025
1277,17,8,Europe,2742191,0.07,27-06-2025
1278,1,29,LATAM,401119.69,0.06,01-05-2025
1279,25,51,Asia,2083579.61,0.07,13-03-2025
1280,43,33,LATAM,13277.8,0.08,02-08-2024
1281,40,3,MENA,759422.36,0.1,21-12-2024
1282,42,60,Asia,524274.57,0.08,19-03-2024
1283,25,35,Asia,1251656.48,0.1,05-11-2024
1284,39,69,LATAM,360451.38,0.07,31-05-2025
1285,35,91,US,482847.19,0.09,03-11-2024
1286,3,76,Asia,1048232.53,0.1,19-03-2025
1287,50,84,MENA,86097.08,0.07,06-07-2025
1288,37,20,US,769018.57,0.07,16-11-2024
1289,44,73,US,306830.84,0.09,23-07-2024
1290,44,39,US,1090857.3,0.1,28-02-2025
1291,30,4,Asia,13137,0.07,15-02-2025
1292,38,19,US,265386.74,0.07,14-09-2024
1293,34,91,LATAM,1051510.95,0.08,01-10-2025
1294,12,45,US,2013682.59,0.11,11-06-2025
1295,19,43,MENA,36486.58,0.05,09-04-2025
1296,37,13,Europe,26210.72,0.11,14-07-2025
1297,44,13,MENA,80631.85,0.12,03-07-2024
1298,49,60,Asia,1364610.07,0.09,20-01-2024
1299,17,57,US,200444.72,0.06,04-10-2025
1300,10,86,US,1059048.65,0.09,12-06-2025
1301,49,92,LATAM,288432.83,0.15,10-07-2024
1302,47,52,US,81896.92,0.09,13-08-2025
1303,12,53,MENA,445532.53,0.05,26-05-2025
1304,16,86,Asia,195786,0.1,06-08-2024
1305,24,43,Europe,736153.07,0.09,23-04-2025
1306,19,83,US,81851.81,0.05,01-10-2024
1307,8,72,Europe,189179.09,0.1,29-06-2025
1308,31,72,US,213509.35,0.08,21-09-2025
1309,21,42,Asia,2185611.09,0.09,20-03-2025
1310,17,90,MENA,366925.44,0.09,02-08-2025
1311,23,26,Asia,56645.73,0.11,03-10-2025
1312,37,23,Europe,49179.55,0.08,02-03-2024
1313,16,43,US,6395.77,0.11,18-06-2025
1314,6,77,Europe,374039.9,0.07,24-07-2024
1315,8,28,MENA,129161.03,0.08,08-01-2025
1316,25,9,Asia,369796.04,0.06,18-04-2025
1317,18,20,Europe,114260.1,0.1,31-05-2024
1318,25,56,Europe,174101.37,0.12,03-09-2024
1319,12,83,MENA,440304.28,0.08,03-06-2024
1320,15,39,US,462901.81,0.06,03-11-2024
1321,26,51,Europe,239352.84,0.07,21-03-2025
1322,41,12,MENA,100378.11,0.1,24-02-2025
1323,45,79,US,571536.22,0.05,22-11-2024
1324,26,95,US,486386.48,0.11,06-03-2024
1325,47,55,Asia,282034.72,0.08,11-10-2025
1326,32,78,MENA,4145.12,0.12,27-07-2024
1327,10,11,US,1173006.96,0.06,26-02-2025
1328,16,26,Asia,246281.21,0.1,30-09-2024
1329,7,42,LATAM,40138.28,0.12,20-10-2024
1330,17,27,MENA,10295.33,0.07,13-06-2024
1331,23,11,LATAM,328681.44,0.06,19-09-2024
1332,26,38,US,329133.63,0.13,07-09-2025
1333,21,98,MENA,363581.51,0.05,29-08-2024
1334,22,43,Asia,696688.27,0.08,19-02-2025
1335,7,19,US,67987.46,0.09,01-09-2024
1336,14,64,MENA,116533.02,0.07,26-04-2024
1337,15,6,MENA,35548.15,0.08,02-06-2024
1338,7,46,LATAM,262852.41,0.08,15-07-2024
1339,9,42,US,88226.34,0.11,29-01-2024
1340,48,92,Asia,3700287.17,0.09,08-09-2024
1341,8,65,Asia,2963155.2,0.07,13-11-2024
1342,50,99,US,126580.66,0.05,20-04-2025
1343,23,72,US,160925.67,0.11,12-05-2025
1344,29,59,Europe,531117.39,0.12,27-07-2025
1345,18,52,LATAM,1891264.93,0.1,22-03-2025
1346,31,47,US,1484942.25,0.09,08-03-2025
1347,30,7,US,236791.36,0.06,07-02-2024
1348,39,11,Europe,262726.17,0.08,25-07-2024
1349,35,61,Europe,701219.8,0.06,12-06-2024
1350,18,68,MENA,749954.62,0.04,06-10-2024
1351,42,25,Asia,265240.2,0.1,19-05-2024
1352,39,12,LATAM,42247.91,0.12,30-01-2024
1353,17,26,MENA,1487785.45,0.06,21-09-2024
1354,14,12,US,129047.12,0.06,11-10-2024
1355,31,43,Europe,3400620.21,0.07,17-07-2025
1356,24,51,Asia,26016.66,0.11,29-06-2024
1357,35,37,MENA,88912.95,0.07,13-02-2024
1358,44,46,Asia,996520.75,0.08,12-05-2025
1359,45,53,Europe,254629.67,0.06,21-01-2024
1360,34,88,MENA,255918.66,0.07,26-02-2024
1361,3,80,MENA,868848.44,0.11,26-03-2024
1362,37,13,Asia,51748.8,0.09,17-11-2024
1363,43,89,Europe,33771.32,0.1,08-09-2025
1364,40,54,US,142294.76,0.06,01-11-2024
1365,26,57,MENA,1475536.77,0.08,06-03-2024
1366,23,4,US,226425.43,0.04,20-02-2025
1367,44,75,Europe,378316.93,0.1,07-01-2025
1368,39,96,MENA,91887.3,0.09,02-04-2024
1369,15,49,MENA,358650.94,0.13,10-02-2025
1370,49,7,US,171382.69,0.05,23-05-2024
1371,4,11,LATAM,60174.98,0.06,29-08-2024
1372,29,92,US,423411.28,0.09,24-04-2024
1373,22,54,US,100128.01,0.1,07-08-2025
1374,25,87,LATAM,2938545.24,0.11,27-05-2025
1375,13,45,Europe,830368.51,0.08,03-05-2024
1376,18,23,Europe,1108930.53,0.05,18-06-2025
1377,33,28,MENA,7127.7,0.06,17-08-2025
1378,16,57,Asia,476548.08,0.08,21-06-2025
1379,45,26,Asia,186710.59,0.05,14-09-2024
1380,42,25,MENA,976230.45,0.07,23-05-2025
1381,44,54,Asia,375440.36,0.09,02-04-2024
1382,2,29,US,48306.52,0.04,31-08-2024
1383,35,83,US,1769709.86,0.01,06-09-2025
1384,42,97,LATAM,3064051.53,0.11,05-05-2024
1385,34,36,LATAM,419185.44,0.07,16-11-2024
1386,30,14,MENA,41296.55,0.05,03-12-2024
1387,13,78,MENA,2905481.48,0.09,21-08-2025
1388,13,35,MENA,172599.17,0.08,03-02-2025
1389,18,30,US,269992.92,0.06,29-08-2024
1390,32,92,Asia,775114.6,0.1,09-03-2025
1391,32,17,MENA,57151.15,0.09,11-08-2024
1392,35,67,MENA,862217.02,0.07,27-05-2024
1393,39,80,US,176081.21,0.05,19-04-2024
1394,46,30,US,950272.08,0.04,28-06-2024
1395,29,93,US,693979.2,0.09,07-08-2024
1396,49,45,Asia,1656508.37,0.08,08-10-2024
1397,29,79,MENA,59521.53,0.07,26-03-2025
1398,44,89,Europe,1052348.04,0.08,22-02-2025
1399,16,51,Europe,433641.08,0.09,17-09-2024
1400,44,47,MENA,205488.09,0.09,26-08-2025
1401,47,53,MENA,297017.02,0.09,27-02-2024
1402,10,64,MENA,1185978.26,0.06,17-05-2025
1403,30,38,MENA,225828.97,0.08,30-06-2025
1404,25,64,Asia,172303.91,0.13,18-01-2025
1405,39,87,Europe,768958.41,0.09,25-04-2024
1406,20,89,LATAM,730947.23,0.08,20-11-2024
1407,5,7,Europe,493008.12,0.07,12-07-2025
1408,1,22,Europe,1518294.52,0.11,09-03-2025
1409,30,81,US,77740.9,0.07,01-05-2025
1410,49,82,MENA,315047.08,0.09,09-09-2024
1411,3,41,MENA,236139.15,0.07,11-10-2024
1412,45,74,MENA,234303.92,0.13,28-05-2024
1413,14,10,US,51226.97,0.09,06-01-2025
1414,30,57,Asia,42004.16,0.06,01-05-2025
1415,50,7,Asia,729882.67,0.08,11-01-2025
1416,4,50,LATAM,181990.3,0.08,11-11-2024
1417,18,91,Asia,94702.19,0.08,22-01-2024
1418,37,52,Asia,554681.56,0.08,12-09-2025
1419,25,33,MENA,73553.65,0.09,05-02-2024
1420,48,1,Europe,35413.93,0.09,25-02-2024
1421,1,53,Asia,44094.27,0.06,02-09-2024
1422,46,60,Asia,829685.17,0.09,16-09-2024
1423,15,34,US,65186.88,0.03,19-07-2025
1424,9,4,LATAM,496952.54,0.07,28-01-2025
1425,15,17,US,36044.48,0.08,12-11-2024
1426,49,4,MENA,622424.6,0.1,06-01-2025
1427,24,43,Europe,633414.7,0.09,04-05-2024
1428,4,90,LATAM,578477.52,0.08,01-07-2025
1429,12,4,US,340700.15,0.07,30-08-2024
1430,37,1,Asia,1684307.5,0.09,29-03-2025
1431,37,71,Asia,28937.57,0.05,01-02-2025
1432,43,94,LATAM,278802.71,0.08,09-01-2024
1433,6,50,Asia,55992.56,0.09,06-02-2025
1434,39,73,US,1234079.79,0.08,18-09-2024
1435,46,61,US,436118.92,0.03,04-11-2024
1436,24,35,Asia,239044.52,0.09,02-04-2024
1437,11,8,Asia,272525.85,0.09,29-08-2024
1438,13,24,MENA,544038.88,0.1,31-10-2024
1439,34,83,Europe,802933.83,0.1,03-08-2024
1440,25,36,LATAM,3117960.57,0.08,13-06-2024
1441,7,50,US,148887.12,0.11,25-03-2025
1442,4,43,LATAM,148852.61,0.08,08-10-2025
1443,8,27,MENA,2137956.44,0.09,20-11-2024
1444,20,32,US,147812.7,0.09,20-02-2025
1445,29,78,MENA,81882.43,0.07,04-02-2024
1446,45,18,MENA,67991.97,0.08,07-10-2024
1447,46,28,Asia,1837796.8,0.09,23-03-2024
1448,10,29,LATAM,196387.61,0.12,18-05-2025
1449,43,16,LATAM,11316.94,0.08,27-04-2025
1450,34,99,Asia,2933013.92,0.09,26-02-2025
1451,26,47,LATAM,2829818.31,0.11,06-12-2024
1452,41,59,Asia,995638.9,0.09,08-03-2025
1453,49,31,US,951153.15,0.08,12-04-2024
1454,3,4,MENA,45599.21,0.08,13-06-2024
1455,6,37,MENA,37297.08,0.13,24-09-2024
1456,5,17,LATAM,144820.39,0.07,02-06-2025
1457,5,39,Europe,565639.72,0.1,08-03-2024
1458,47,48,MENA,93587.05,0.08,26-12-2024
1459,23,46,Asia,128531.41,0.11,06-03-2025
1460,49,90,Europe,133646.92,0.07,08-09-2025
1461,9,48,Europe,381364.62,0.1,14-07-2025
1462,35,39,MENA,234184.72,0.08,30-11-2024
1463,20,4,MENA,34470.88,0.09,09-04-2025
1464,49,30,MENA,1762044.31,0.09,29-01-2024
1465,42,30,Asia,577392.58,0.11,23-02-2024
1466,35,22,Europe,33636.48,0.11,07-07-2024
1467,50,75,LATAM,403389.49,0.1,07-10-2025
1468,18,66,Asia,1927956.68,0.11,30-03-2025
1469,17,12,US,184358.07,0.08,19-05-2024
1470,24,94,MENA,1243635.62,0.07,04-01-2024
1471,3,36,Europe,161321.96,0.09,14-02-2025
1472,32,18,Asia,1072103.65,0.1,23-07-2024
1473,35,90,US,814607.27,0.09,05-10-2025
1474,38,53,Asia,195480.43,0.11,08-11-2024
1475,13,71,Asia,73226.59,0.09,17-11-2024
1476,47,1,LATAM,27187.75,0.06,12-08-2025
1477,25,58,LATAM,8412251.27,0.08,25-03-2024
1478,9,90,Asia,581145.36,0.08,23-04-2024
1479,4,87,US,60078.26,0.07,10-06-2024
1480,14,90,Europe,363124.7,0.1,12-09-2024
1481,37,6,Europe,188605,0.11,12-06-2025
1482,34,70,MENA,685155.87,0.12,13-05-2024
1483,11,44,MENA,579499.37,0.08,31-08-2025
1484,41,72,Europe,301347.38,0.08,24-02-2025
1485,3,24,Asia,344658.12,0.08,23-11-2024
1486,28,86,Asia,1720810.14,0.05,07-04-2025
1487,29,19,LATAM,275478.67,0.1,04-05-2025
1488,9,18,LATAM,195187.52,0.1,16-05-2024
1489,3,95,MENA,513484.58,0.07,23-09-2024
1490,25,30,Europe,920026.82,0.11,26-06-2024
1491,34,42,Asia,241125.17,0.05,30-08-2025
1492,12,33,Europe,1464895.97,0.07,01-12-2024
1493,42,74,US,253041.5,0.1,15-10-2024
1494,9,12,Europe,514270.55,0.09,22-07-2024
1495,15,94,US,103850.67,0.09,27-03-2024
1496,40,27,LATAM,724797.82,0.08,28-02-2025
1497,25,39,LATAM,1917845.99,0.12,11-01-2025
1498,5,9,MENA,507325.45,0.06,05-07-2024
1499,11,21,Europe,14829.21,0.1,06-02-2025
1500,34,76,Europe,428198.35,0.06,21-01-2025
1501,24,29,US,229420.22,0.1,07-08-2025
1502,15,33,LATAM,19094.15,0.1,17-08-2024
1503,38,62,US,223106.44,0.05,22-01-2024
1504,8,15,LATAM,819596.95,0.1,24-01-2024
1505,5,2,US,292108.19,0.08,25-07-2025
1506,48,52,LATAM,88040.92,0.06,18-09-2025
1507,26,44,US,728430.4,0.13,03-10-2025
1508,18,54,LATAM,85864.95,0.1,22-08-2024
1509,6,18,US,2527995.96,0.05,01-04-2024
1510,37,3,Europe,229241.83,0.09,18-04-2025
1511,48,7,MENA,1073830.36,0.08,22-07-2024
1512,13,43,US,20677.64,0.09,25-09-2024
1513,28,82,MENA,142432.12,0.09,21-06-2024
1514,5,38,Europe,3702.03,0.04,20-02-2024
1515,13,37,Europe,1334911.32,0.11,14-02-2025
1516,17,58,LATAM,1153341.55,0.11,24-09-2025
1517,50,33,MENA,364874.29,0.11,15-03-2025
1518,40,59,Asia,1223286.49,0.07,06-09-2025
1519,45,95,LATAM,341692.45,0.07,23-09-2024
1520,32,11,MENA,41250.82,0.06,01-06-2024
1521,29,68,US,77629.45,0.12,01-04-2024
1522,3,82,US,61177.78,0.08,11-01-2025
1523,40,68,Europe,188554.86,0.1,23-06-2024
1524,34,98,Asia,3578385.52,0.07,03-08-2025
1525,40,93,US,1255323.45,0.04,30-04-2024
1526,27,88,MENA,218635.39,0.13,15-01-2024
1527,13,22,MENA,625525.68,0.11,22-06-2025
1528,45,66,US,81027.09,0.07,21-03-2025
1529,33,44,MENA,49113.43,0.11,09-04-2025
1530,6,6,MENA,23972.4,0.1,21-05-2025
1531,24,42,Europe,62193.1,0.07,01-05-2024
1532,19,25,Asia,18935352.67,0.14,17-08-2024
1533,16,57,Europe,143407.96,0.05,27-07-2024
1534,40,85,Asia,501399.65,0.09,14-07-2024
1535,28,55,MENA,1776834.84,0.1,29-09-2024
1536,33,16,Asia,173578.68,0.07,21-10-2024
1537,48,95,MENA,433784.75,0.07,21-05-2025
1538,41,14,MENA,529425.43,0.11,26-01-2025
1539,13,39,Europe,63964.74,0.04,13-05-2024
1540,43,28,Europe,72298.36,0.07,17-03-2025
1541,45,96,LATAM,198230.62,0.09,30-07-2024
1542,25,92,US,17653.57,0.11,06-09-2025
1543,42,51,LATAM,655200.48,0.11,08-08-2024
1544,36,49,LATAM,1413808.78,0.08,16-10-2024
1545,27,9,Asia,56034.35,0.08,12-07-2024
1546,38,58,MENA,44260.57,0.1,04-03-2025
1547,7,45,MENA,48822.71,0.08,03-07-2024
1548,5,22,MENA,319078.29,0.11,22-02-2025
1549,43,32,US,200929.77,0.06,29-05-2024
1550,45,69,Asia,70457.26,0.11,30-01-2024
1551,31,87,Asia,439511.29,0.07,24-10-2024
1552,23,69,MENA,171472.83,0.06,25-09-2024
1553,42,42,LATAM,575571.26,0.08,29-08-2024
1554,10,53,US,144517.94,0.08,24-09-2025
1555,32,96,LATAM,270357.45,0.1,06-04-2025
1556,43,59,Europe,272358.37,0.08,11-09-2024
1557,30,74,Asia,46771.78,0.09,13-01-2025
1558,39,39,Asia,413766.4,0.06,19-08-2025
1559,31,15,LATAM,968136.87,0.1,14-04-2025
1560,18,71,US,906289.46,0.08,28-03-2024
1561,36,29,Asia,197852,0.1,11-01-2024
1562,2,3,LATAM,1808210.07,0.11,25-04-2025
1563,14,83,US,305783.82,0.1,16-05-2024
1564,13,10,LATAM,134767.65,0.1,27-11-2024
1565,29,92,US,108804.9,0.09,11-02-2025
1566,12,29,MENA,1102619.3,0.06,05-08-2024
1567,39,79,US,1514466.53,0.1,27-01-2025
1568,2,35,Europe,123649.18,0.09,09-03-2025
1569,32,6,MENA,104453.58,0.07,03-09-2025
1570,13,12,LATAM,295435.48,0.08,19-09-2024
1571,46,38,MENA,772106.11,0.07,15-03-2024
1572,27,77,MENA,203301.63,0.1,07-04-2024
1573,49,93,LATAM,121767.95,0.09,24-07-2025
1574,41,19,LATAM,125968.18,0.08,01-03-2024
1575,17,67,Europe,33056.83,0.04,23-02-2024
1576,40,8,LATAM,9479.71,0.05,06-12-2024
1577,31,8,Asia,51547.37,0.12,28-08-2024
1578,34,84,Asia,536893.84,0.07,27-04-2025
1579,24,47,Europe,464882.47,0.1,28-12-2024
1580,45,4,US,186429.61,0.06,12-09-2025
1581,35,51,US,690606.35,0.08,04-09-2025
1582,48,85,Asia,118454.51,0.08,16-02-2024
1583,6,67,LATAM,399397.86,0.1,06-01-2024
1584,19,45,Europe,103562.04,0.06,16-09-2024
1585,30,8,US,112735.91,0.08,31-05-2025
1586,7,87,US,13224.95,0.06,26-09-2025
1587,10,16,MENA,314165.68,0.06,25-01-2025
1588,41,77,Asia,27043.94,0.07,05-11-2024
1589,32,67,LATAM,86946.1,0.07,08-02-2025
1590,34,9,Europe,622115.73,0.1,14-01-2025
1591,28,60,US,760159.44,0.11,15-05-2024
1592,15,78,MENA,232514.23,0.07,26-07-2025
1593,30,77,Asia,121155.76,0.07,12-02-2024
1594,37,71,Asia,254230.08,0.1,17-08-2025
1595,29,15,Europe,203963.56,0.11,02-07-2024
1596,22,71,US,276861.89,0.01,23-09-2024
1597,4,98,Europe,2022447.14,0.11,22-06-2024
1598,20,41,Europe,284940.11,0.09,30-05-2025
1599,32,22,MENA,27028.79,0.07,19-05-2025
1600,36,24,Asia,661448.62,0.1,13-12-2024
1601,50,44,LATAM,162168.24,0.08,24-04-2025
1602,4,1,Asia,23350.04,0.09,15-05-2024
1603,27,10,Asia,1423742.57,0.13,01-04-2024
1604,17,80,MENA,913130.29,0.1,20-11-2024
1605,12,72,LATAM,911102.93,0.11,27-06-2025
1606,22,56,US,4457.98,0.11,19-03-2025
1607,17,89,LATAM,312912.79,0.11,25-05-2024
1608,10,50,US,1631244.56,0.07,23-09-2024
1609,1,12,LATAM,172484.76,0.09,29-04-2024
1610,22,89,Europe,86320.63,0.09,16-11-2024
1611,26,81,LATAM,359800.21,0.07,15-02-2024
1612,18,60,MENA,219461.64,0.1,10-05-2024
1613,50,26,US,385605.97,0.04,26-05-2025
1614,14,78,Asia,20014.87,0.13,14-10-2024
1615,47,41,MENA,153584.6,0.02,04-01-2025
1616,29,36,US,156984.58,0.09,16-03-2025
1617,12,23,US,4025973.43,0.12,16-10-2024
1618,36,43,Asia,1651353.37,0.04,26-09-2024
1619,35,6,Europe,511027.99,0.09,19-09-2025
1620,12,69,MENA,887892.42,0.07,27-09-2024
1621,7,43,Asia,174338.01,0.1,13-06-2025
1622,29,25,Asia,660839.09,0.07,16-11-2024
1623,11,18,Europe,25742.01,0.08,22-03-2025
1624,33,62,MENA,73529.61,0.06,17-06-2024
1625,6,13,Asia,24934.67,0.08,19-11-2024
1626,47,43,Europe,588494.13,0.12,18-05-2025
1627,15,78,MENA,123230.01,0.07,03-06-2024
1628,32,28,LATAM,249099.4,0.05,23-07-2025
1629,11,18,US,59052.54,0.1,26-03-2025
1630,23,59,Europe,73412.19,0.07,24-02-2024
1631,26,60,US,548149.02,0.09,12-07-2024
1632,34,63,LATAM,247539.84,0.09,01-06-2024
1633,46,57,Asia,458087.18,0.09,25-02-2024
1634,34,92,Asia,66308.5,0.09,23-08-2024
1635,29,51,MENA,375938.11,0.08,06-07-2024
1636,4,56,Europe,715486.56,0.09,06-02-2024
1637,17,27,Europe,1124766.69,0.08,26-04-2025
1638,35,32,MENA,1488616.4,0.03,23-09-2024
1639,13,9,US,852797.24,0.04,16-06-2024
1640,41,96,Asia,206820.97,0.07,23-04-2025
1641,39,84,Asia,1882709.14,0.07,22-03-2025
1642,15,92,Europe,643694.61,0.07,28-04-2024
1643,29,97,Europe,1822562.77,0.08,21-05-2025
1644,29,68,MENA,102326.69,0.1,11-02-2024
1645,11,46,LATAM,71329.22,0.1,28-03-2025
1646,32,98,US,80804.45,0.08,31-12-2024
1647,2,67,LATAM,1184535.48,0.06,28-07-2025
1648,47,26,LATAM,33757.53,0.06,11-05-2025
1649,14,8,Europe,460447.96,0.09,13-04-2025
1650,20,6,Europe,58227.58,0.05,19-05-2025
1651,22,80,Europe,128298.36,0.12,25-04-2024
1652,11,24,LATAM,5569.22,0.15,31-05-2024
1653,27,48,US,287724.34,0.1,06-05-2024
1654,3,94,Europe,3065772.54,0.08,23-12-2024
1655,17,45,Asia,112299.67,0.07,05-04-2024
1656,44,13,US,174770.52,0.12,27-07-2024
1657,28,69,Asia,17546.41,0.07,17-10-2024
1658,29,25,US,906746.18,0.05,03-07-2024
1659,21,20,Europe,735025.76,0.1,21-06-2024
1660,47,82,MENA,27044.3,0.08,04-06-2025
1661,16,82,Europe,362698.69,0.06,06-10-2024
1662,37,66,LATAM,41618.09,0.07,30-07-2025
1663,20,74,LATAM,201732.58,0.08,22-08-2025
1664,6,45,US,154793.9,0.09,05-08-2024
1665,19,47,LATAM,839876.84,0.08,20-08-2025
1666,5,63,Europe,187135.88,0.06,05-01-2024
1667,3,76,Asia,802712.76,0.11,22-06-2025
1668,1,77,Europe,287749.08,0.11,07-08-2025
1669,38,55,US,75481.21,0.1,03-07-2024
1670,15,75,LATAM,30007.58,0.09,02-03-2025
1671,34,19,Asia,64496.17,0.07,19-03-2024
1672,35,35,MENA,816732,0.14,09-09-2024
1673,49,53,Asia,1246387.91,0.1,25-05-2025
1674,25,26,Asia,113714.58,0.07,06-04-2024
1675,24,14,Europe,182734.12,0.06,02-12-2024
1676,12,45,MENA,33261.75,0.05,27-01-2024
1677,18,44,US,176235.31,0.09,18-10-2024
1678,15,88,US,15607.29,0.05,04-05-2024
1679,44,65,Asia,325892.64,0.12,07-02-2025
1680,16,51,Asia,473615.54,0.11,17-01-2025
1681,27,43,LATAM,88411.56,0.09,27-08-2025
1682,8,86,MENA,47908.68,0.1,18-04-2024
1683,46,23,Asia,354110.91,0.08,27-11-2024
1684,25,56,LATAM,5407495.17,0.1,06-06-2024
1685,17,19,MENA,565158.44,0.1,30-01-2024
1686,29,82,US,269275.59,0.06,24-03-2024
1687,8,76,LATAM,562400.43,0.03,16-04-2025
1688,15,55,MENA,249659.94,0.04,06-05-2025
1689,27,92,LATAM,262805.44,0.09,09-04-2025
1690,46,92,Asia,660172.2,0.09,05-10-2025
1691,50,60,Europe,98658.72,0.12,02-10-2024
1692,7,59,US,150911.31,0.06,31-08-2025
1693,3,33,Asia,88016.37,0.06,06-01-2024
1694,29,19,Asia,102865.45,0.1,03-12-2024
1695,44,28,MENA,200238.96,0.11,14-02-2024
1696,24,52,LATAM,8780.01,0.09,29-09-2025
1697,3,49,US,462017.48,0.07,08-04-2025
1698,20,37,Asia,427936.24,0.09,28-11-2024
1699,46,26,MENA,98836.82,0.1,05-08-2025
1700,15,99,US,175793.37,0.06,12-05-2024
1701,25,98,LATAM,246323.4,0.09,04-08-2024
1702,30,99,Asia,105846.9,0.07,19-02-2024
1703,14,40,Asia,483824.84,0.1,16-10-2024
1704,7,80,Asia,153606.34,0.07,26-11-2024
1705,17,38,US,129312.54,0.1,26-02-2024
1706,44,77,US,2554576.75,0.07,13-03-2024
1707,20,87,US,248371.18,0.09,14-07-2025
1708,36,54,US,496019.76,0.14,08-09-2025
1709,9,22,MENA,520738.51,0.1,25-01-2025
1710,38,16,Europe,642850.14,0.07,04-04-2024
1711,48,28,MENA,313373.31,0.07,12-02-2025
1712,22,35,Asia,30107.52,0.1,18-09-2024
1713,2,60,MENA,112991.54,0.09,01-07-2024
1714,24,45,LATAM,306727.74,0.12,02-09-2024
1715,8,46,US,1227197.71,0.08,12-02-2025
1716,11,72,LATAM,209449.68,0.09,01-04-2024
1717,13,55,LATAM,1351853.59,0.09,22-01-2024
1718,17,86,Asia,88009.21,0.12,01-08-2024
1719,8,85,US,37863.1,0.05,15-06-2024
1720,21,26,LATAM,782976.41,0.07,01-02-2025
1721,18,85,Asia,1713793.54,0.07,16-02-2025
1722,30,25,US,244759.81,0.11,18-10-2024
1723,18,65,Europe,595279.86,0.04,06-06-2024
1724,46,6,Asia,274310.4,0.04,03-05-2024
1725,47,23,MENA,1468671.1,0.06,01-11-2024
1726,31,64,US,321982.48,0.11,17-05-2025
1727,38,87,LATAM,172749.97,0.08,18-03-2025
1728,32,43,LATAM,42649.87,0.05,13-11-2024
1729,11,23,MENA,174961.79,0.09,09-09-2025
